ParticleFlux,MagnitudeofEnergyFlux,EnergyFluxX,EnergyFluxY,TimeStep
98,3.43768,2.39765,2.46351,2338
98,3.4493,2.47228,2.40531,2339
98,3.44186,2.45334,2.41402,2340
98,3.35703,2.27373,2.46978,2341
98,3.45944,2.45106,2.44132,2342
98,3.38473,2.39095,2.39579,2343
98,3.35241,2.27336,2.46383,2344
98,3.32085,2.36252,2.33378,2345
98,3.44852,2.45374,2.42311,2346
98,3.3497,2.30266,2.43274,2347
98,3.33812,2.38706,2.33346,2348
98,3.51217,2.52043,2.44597,2349
98,3.37398,2.35613,2.41503,2350
98,3.38037,2.45851,2.32005,2351
98,3.57269,2.52139,2.53114,2352
98,3.38023,2.40733,2.37291,2353
98,3.48902,2.51123,2.42219,2354
98,3.38588,2.39415,2.39421,2355
98,3.27867,2.27685,2.35916,2356
98,3.58561,2.60156,2.46749,2357
98,3.39101,2.43871,2.35619,2358
98,3.39949,2.47601,2.32936,2359
98,3.36883,2.52509,2.23001,2360
98,3.49054,2.62808,2.29719,2361
98,3.33479,2.3665,2.34957,2362
98,3.31714,2.36323,2.32779,2363
98,3.38484,2.45625,2.32894,2364
98,3.3064,2.55332,2.10066,2365
98,3.37622,2.60094,2.15266,2366
98,3.35801,2.6252,2.09394,2367
98,3.32172,2.39071,2.30616,2368
98,3.37146,2.61755,2.12489,2369
98,3.38488,2.54671,2.22972,2370
98,3.35883,2.39408,2.35586,2371
98,3.29063,2.41681,2.23321,2372
98,3.38423,2.59314,2.17454,2373
98,3.32635,2.32485,2.37901,2374
98,3.25714,2.41323,2.18753,2375
98,3.47388,2.62582,2.2744,2376
98,3.28318,2.4437,2.19262,2377
98,3.28622,2.48047,2.15558,2378
98,3.39668,2.62911,2.15064,2379
98,3.28444,2.37968,2.26378,2380
98,3.30605,2.53299,2.12461,2381
98,3.38284,2.60171,2.1621,2382
98,3.36212,2.53401,2.20968,2383
98,3.30203,2.59164,2.04617,2384
98,3.41512,2.72243,2.06189,2385
98,3.31241,2.57642,2.08186,2386
98,3.32859,2.61261,2.06247,2387
98,3.39507,2.74813,1.99356,2388
98,3.29326,2.4844,2.16178,2389
98,3.32413,2.57653,2.10031,2390
98,3.36811,2.69277,2.02315,2391
98,3.33842,2.53972,2.16677,2392
98,3.23061,2.54815,1.9859,2393
98,3.32513,2.64815,2.01091,2394
98,3.28073,2.48753,2.13901,2395
98,3.33595,2.54694,2.15445,2396
98,3.29236,2.52699,2.11043,2397
98,3.28048,2.42322,2.21124,2398
98,3.30884,2.51533,2.14977,2399
98,3.35268,2.59496,2.12289,2400
98,3.25685,2.40456,2.19664,2401
98,3.25506,2.43511,2.16001,2402
98,3.29635,2.51357,2.13257,2403
98,3.23452,2.35203,2.22038,2404
98,3.26232,2.44527,2.15949,2405
98,3.30505,2.5249,2.13266,2406
98,3.21218,2.33567,2.20516,2407
98,3.22723,2.41125,2.14497,2408
98,3.31382,2.49994,2.17524,2409
98,3.27687,2.32258,2.31159,2410
98,3.24179,2.32509,2.25902,2411
98,3.2603,2.39541,2.21169,2412
98,3.27729,2.34715,2.28726,2413
98,3.32304,2.40402,2.29418,2414
98,3.33584,2.36636,2.35121,2415
98,3.36919,2.34995,2.41436,2416
98,3.27715,2.37179,2.26149,2417
98,3.315,2.40592,2.28053,2418
98,3.4127,2.43736,2.38869,2419
98,3.30192,2.41724,2.24936,2420
98,3.48928,2.58267,2.34624,2421
98,3.44258,2.41201,2.45634,2422
98,3.43251,2.53944,2.3094,2423
98,3.41,2.48825,2.33168,2424
98,3.42261,2.39843,2.44168,2425
98,3.34846,2.45707,2.27485,2426
98,3.38284,2.49657,2.28271,2427
98,3.33702,2.3959,2.3228,2428
98,3.05089,2.23923,2.07215,2429
98,3.3026,2.43028,2.23627,2430
98,3.27087,2.40165,2.2205,2431
98,3.24422,2.37216,2.2131,2432
98,3.16747,2.28017,2.19857,2433
98,3.2317,2.36518,2.20222,2434
98,3.22899,2.36509,2.19834,2435
98,3.19216,2.3395,2.17177,2436
98,3.26282,2.39921,2.21129,2437
98,3.22843,2.36477,2.19786,2438
98,3.16276,2.23808,2.23474,2439
98,3.28736,2.40336,2.24291,2440
98,3.28465,2.40327,2.23902,2441
98,3.22265,2.31804,2.23878,2442
98,3.35006,2.41304,2.32382,2443
98,3.41281,2.50957,2.31286,2444
98,3.37824,2.48629,2.28711,2445
98,3.36425,2.46438,2.2902,2446
98,3.37097,2.46579,2.29854,2447
98,3.35261,2.46001,2.2778,2448
98,3.41794,2.54504,2.28146,2449
98,3.37691,2.47243,2.30012,2450
98,3.23977,2.37121,2.20759,2451
98,3.32914,2.49391,2.20536,2452
98,3.37329,2.50681,2.25721,2453
98,3.20429,2.34763,2.18084,2454
98,3.22156,2.4312,2.1137,2455
98,3.39127,2.46291,2.33126,2456
98,3.32318,2.47657,2.21588,2457
98,3.28103,2.42798,2.20682,2458
98,3.40352,2.49336,2.31671,2459
98,3.2935,2.43506,2.21757,2460
98,3.38698,2.46208,2.3259,2461
98,3.44738,2.57107,2.29652,2462
98,3.40444,2.44934,2.36453,2463
98,3.41064,2.49535,2.32501,2464
98,3.46035,2.5586,2.32973,2465
98,3.33073,2.4657,2.23922,2466
98,3.42976,2.6634,2.16092,2467
98,3.42351,2.52367,2.31333,2468
98,3.21314,2.25754,2.28643,2469
98,3.39599,2.56612,2.22436,2470
98,3.44013,2.5401,2.32,2471
98,3.29684,2.33348,2.32894,2472
98,3.45343,2.65532,2.20805,2473
98,3.52499,2.63428,2.34225,2474
98,3.38812,2.43883,2.35192,2475
98,3.4848,2.60525,2.31442,2476
98,3.6077,2.68009,2.41508,2477
98,3.28955,2.36107,2.29052,2478
98,3.41255,2.54041,2.27856,2479
98,3.47111,2.55466,2.34997,2480
98,3.43995,2.45967,2.40484,2481
98,3.37036,2.40278,2.36346,2482
98,3.44268,2.479,2.38886,2483
98,3.41196,2.44848,2.37622,2484
98,3.24939,2.29062,2.30469,2485
98,3.44396,2.51907,2.34843,2486
98,3.42384,2.49634,2.34329,2487
98,3.24047,2.36701,2.21312,2488
98,3.34271,2.48294,2.23801,2489
98,3.28589,2.40165,2.24258,2490
98,3.15989,2.30145,2.16523,2491
98,3.42416,2.53233,2.30482,2492
98,3.33068,2.41594,2.29275,2493
98,3.14963,2.28194,2.17092,2494
98,3.38266,2.54121,2.23263,2495
98,3.33466,2.49693,2.21028,2496
98,3.24485,2.45848,2.11776,2497
98,3.42935,2.58487,2.25364,2498
98,3.40368,2.56308,2.23956,2499
98,3.37924,2.59046,2.16997,2500
98,3.49131,2.70063,2.21266,2501
98,3.45318,2.6627,2.19874,2502
98,3.35811,2.59238,2.13459,2503
98,3.41862,2.64679,2.16367,2504
98,3.43149,2.64511,2.18599,2505
98,3.3148,2.60499,2.04986,2506
98,3.38697,2.6336,2.12973,2507
98,3.50593,2.69409,2.24354,2508
98,3.47327,2.71002,2.17242,2509
98,3.55828,2.77165,2.23143,2510
98,3.5053,2.70694,2.22701,2511
98,3.43428,2.67702,2.15124,2512
98,3.4932,2.74947,2.15474,2513
98,3.48424,2.71345,2.18565,2514
98,3.54913,2.75522,2.23721,2515
98,3.54534,2.76696,2.2166,2516
98,3.57561,2.81309,2.20715,2517
